 , ,BI3214,BI3224,BI3234,BI3244,BI3254,BI3264,BI3274,BI3284,BI3294,BI3413,BI3423,BI3433,BI3444,BIO312,BIO402,BIO415,BIO463,CH3214,CH3224,CH3234,CH3243,CH3253,CH4214,CH4224,CHM402,CHM410,CHM420,CHM423,CHM428,CHM433,CHM442,DS4613,EC3214,EC3224,EC3234,EC3243,EC3253,EC3264,EC3274,EC3284,EC3293,EC4213,EC4224,EC4234,ECS402,ECS442,ECS456,HS3213,HS3223,HS3234,HS3244,HS3253,HS3264,HS3274,HSS367,HSS368,HSS402,MT3214,MT3224,MT3244,MT3254,MTH402,MTH411,MTH422,MTH423,MTH424,MTH426,PH3253,PH3264,PH3273,PH4213,PHY342,PHY402,PHY420,PHY422,PHY434,PHY441,PHY463,PHY464,PHY557,CD
128,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
129,Test, , , ,Y, , , , , , , , , , ,Y, ,Y, ,Y, , , , , , , ,Y, , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
130,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
131,Test, , , , , , , ,Y,Y, ,Y,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
132,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
133,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , ,Y, ,Y, ,Y, , , ,Y,Y,23
134,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
135,Test,Y, , ,Y, , , , ,Y, ,Y,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , ,25
136,Test, , , ,Y, , , ,Y, , , ,Y, , ,Y, , , , , , , , , , , ,Y, ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
137,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
138,Test, , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , ,Y,Y, ,Y,Y, ,Y,24
139,Test, , , , , , , , , ,Y, ,Y, , , , ,Y, , , , , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20
140,Test, , , , , , , , , , , , , , , , , , , , , , , ,Y, ,Y, , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , ,19
141,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
142,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , ,Y, , ,Y, ,Y,21
143,Test, , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , ,Y,Y, , , , , , , ,Y, , , , , , , , ,Y,Y, , , , , , , , , , , , ,25
144,Test, , ,Y,Y, , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , ,23
145,Test, , , ,Y, ,Y, , , , , , , , , , ,Y, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
146,Test, , , , , , , ,Y,Y, , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , ,22
147,Test, , ,Y, , , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , ,22
148,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
149,Test, , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , ,24
150,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
151,Test, , , ,Y, ,Y,Y, ,Y, , , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
152,Test, , ,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
153,Test, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , ,Y, , , ,Y, , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18
154,Test, , ,Y,Y, , , , , , ,Y,Y,Y, , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
155,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
156,Test, , ,Y, , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , ,Y, , , ,Y, , , ,19
157,Test, , , , , , , , ,Y, ,Y,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , ,Y, , , , , , , , , , ,Y, , , , , , , , ,24
158,Test, , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , ,Y, ,Y, , ,Y, , ,Y, ,23
159,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
160,Test, , , ,Y, , , , , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
161,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , ,Y, , , ,Y,Y, ,Y,Y, , , , , , , , , , , , , ,23
162,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
163,Test, , , , , , , , , ,Y, , , , , , , , , , , , , ,Y, , ,Y,Y, ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21
164,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , ,Y,Y,Y, ,Y, , ,22
165,Test, , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , ,Y,Y, , ,Y, , ,23
166,Test, , , ,Y, , ,Y,Y, , ,Y, , , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
167,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
168,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
169,Test, , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , ,Y,Y,Y,Y, ,Y, , ,24
170,Test, , , ,Y, , ,Y, , , ,Y, , , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
171,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
172,Test, , , , , ,Y, , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , ,21
173,Test, , , ,Y,Y,Y, ,Y, , , , , , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
174,Test, , , , , , , , , , ,Y, , , , , , , , , , , , ,Y, ,Y,Y, ,Y,Y, , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
175,Test, , , , , ,Y, , , , ,Y, , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y, , , , , ,22
176,Test, , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , ,Y, , , , , , , , , , , , , ,Y,Y,Y, ,Y, , , , ,23
177,Test, , , , ,Y,Y,Y, , , , , , , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
178,Test, , , , , , , ,Y, ,Y, ,Y, , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , ,Y, , , , , , , , , , ,Y, , , , , , , , ,24
179,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , ,Y, , , ,Y, , , , ,Y, ,Y, , , , ,Y,21
180,Test, , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , ,Y,Y, , , , , , , , , , , , , , , ,Y, , ,Y, , , , , , , ,24
181,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , ,Y,Y, , ,Y, ,Y, , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
182,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , ,Y, , ,Y, ,Y, , ,Y,Y, , , , , , , , , , , , , ,23
183,Test, , , , , , , , , , , , , , , , , , , , , , , ,Y, ,Y, , ,Y,Y, , , , , ,Y, , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
184,Test, , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , ,Y,Y, , ,Y, ,Y,24
185,Test, , , , , , , , , , ,Y, , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , ,Y,Y, ,25
186,Test, , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , ,Y,Y, , , ,Y,Y, , , , , , , , , , , , , ,24
187,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
188,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , ,Y, , , , ,Y,Y,Y, , ,Y, ,Y,24
189,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,Y,Y,Y, , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
190,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,Y,Y,Y,Y, , ,24
191,Test, , , , , ,Y, ,Y, , ,Y, , , ,Y, ,Y, , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
192,Test, , ,Y,Y, ,Y, , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
193,Test, , , ,Y, , , ,Y,Y, , , ,Y, ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
194,Test, , , ,Y, , , , ,Y, , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , ,18
195,Test, , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y, ,Y, , , ,Y, , , , , ,Y, , , , , , , , , , , , , , , , , ,25
196,Test, , , ,Y, ,Y, ,Y, , , , , , ,Y, , , , , , , , , , , ,Y, , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
197,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
198,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , ,Y,Y,Y,Y, , ,Y, ,Y,23
199,Test, , ,Y, , ,Y, , , , , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , ,18
200,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , ,Y, , ,Y,Y,Y, , ,Y, ,23
201,Test, , ,Y, , , , ,Y,Y, ,Y,Y, , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
202,Test, , , ,Y, , , ,Y,Y, , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
203,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
204,Test, , , ,Y,Y,Y, , , , , ,Y, , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23
205,Test, , , ,Y, , , ,Y,Y, , ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
206,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, ,Y,Y,Y, , , ,Y, , , , , , , , , , , , , ,23
207,Test, , ,Y,Y, , , , ,Y, ,Y,Y, , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
208,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , ,Y,Y, ,Y, , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , ,24
209,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y,Y, ,Y, ,Y, ,Y, , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25
210,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
211,Test, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,Y,Y,Y, , ,Y,Y,Y,23
212,Test, , ,Y,Y, ,Y, , , , , ,Y, , ,Y, ,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22
213,Test, , , , , , , , , , ,Y, , , , , , , , ,Y, , , , , , , , , , , , ,Y,Y, ,Y, , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24
214,Test, , , , , , , ,Y, , , ,Y, , , , ,Y, , , , , , , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , , , , , ,23
